"species","species_short","longitude","latitude","date_obs","source","tmax_mean_c","prec_mean_annual","tas_current_july_c","tas_future_july_2050_c","delta_tas_july_c","elevation","eco_values","Temperature","Moisture","Landcover","Landforms","Climate_Re","W_Ecosystm","NDVI"
"Capra ibex","Ibex",7.2119,46.20872,"2023-06-22","GBIF",12.5115384615385,92.8461538461538,7.11666666666671,19.05,11.9333333333333,782,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.790255555555555
"Capra ibex","Ibex",7.72922,46.02867,"2023-06-27","GBIF",2.32692307692309,155.076923076923,11.3166666666667,10.65,-0.666666666666648,2312,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.574388888888889
"Capra ibex","Ibex",8.11831,46.16193,"2023-06-15","GBIF",8.15769230769234,143.153846153846,9.08333333333337,15.85,6.76666666666665,1375,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.782155555555556
"Capra ibex","Ibex",7.60114,46.38875,"2023-06-23","GBIF",0.773076923076928,181.846153846154,9.75000000000002,7.45000000000005,-2.29999999999997,2806,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.110188888888889
"Capra ibex","Ibex",7.27709,46.0739,"2023-06-05","GBIF",2.70384615384614,124,9.85000000000004,10.2500000000001,0.400000000000015,2319,29,"Polar","Moist","Forest","Mountains","Polar Moist","Polar Moist Forest on Mountains",0.607977777777778
"Capra ibex","Ibex",7.79555,46.29835,"2023-06-03","GBIF",11.45,69.1538461538462,8.88333333333336,18.7500000000001,9.86666666666669,835,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.775577777777778
"Capra ibex","Ibex",8.38266,46.4749,"2023-06-03","GBIF",2.61153846153849,211.384615384615,10.7833333333334,10.35,-0.433333333333337,2373,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.552388888888889
"Capra ibex","Ibex",7.99113,46.38752,"2023-06-01","GBIF",2.77307692307693,177.153846153846,10.3166666666667,10.2500000000001,-0.0666666666666439,2132,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.662355555555556
"Capra ibex","Ibex",7.86149,46.43306,"2023-06-11","GBIF",5.31153846153848,165.769230769231,12.3833333333334,12.55,0.166666666666648,1788,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.732144444444444
"Capra ibex","Ibex",7.73114,46.38849,"2023-06-26","GBIF",2.80384615384617,171.307692307692,7.78333333333336,9.85000000000002,2.06666666666666,2214,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.660111111111111
"Capra ibex","Ibex",6.82167,46.3422,"2023-06-16","GBIF",7.49615384615385,165.307692307692,9.88333333333336,13.35,3.46666666666666,1859,107,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist","Cool Temperate Moist Grassland on Mountains",0.806622222222222
"Capra ibex","Ibex",7.79555,46.29835,"2023-06-30","GBIF",11.45,69.1538461538462,8.88333333333336,18.7500000000001,9.86666666666669,835,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.775577777777778
"Capra ibex","Ibex",7.86149,46.43306,"2023-06-27","GBIF",5.31153846153848,165.769230769231,12.3833333333334,12.55,0.166666666666648,1788,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.732144444444444
"Capra ibex","Ibex",7.27709,46.0739,"2023-06-05","GBIF",2.70384615384614,124,9.85000000000004,10.2500000000001,0.400000000000015,2319,29,"Polar","Moist","Forest","Mountains","Polar Moist","Polar Moist Forest on Mountains",0.607977777777778
"Capra ibex","Ibex",7.99113,46.38752,"2023-06-02","GBIF",2.77307692307693,177.153846153846,10.3166666666667,10.2500000000001,-0.0666666666666439,2132,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.662355555555556
"Capra ibex","Ibex",7.14736,46.1636,"2023-06-09","GBIF",11.8884615384616,104.461538461538,7.88333333333336,18.55,10.6666666666666,1023,107,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist","Cool Temperate Moist Grassland on Mountains",0.736077777777778
"Capra ibex","Ibex",8.38266,46.4749,"2023-06-03","GBIF",2.61153846153849,211.384615384615,10.7833333333334,10.35,-0.433333333333337,2373,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.552388888888889
"Capra ibex","Ibex",7.99113,46.38752,"2023-06-01","GBIF",2.77307692307693,177.153846153846,10.3166666666667,10.2500000000001,-0.0666666666666439,2132,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.662355555555556
"Capra ibex","Ibex",7.21171,46.2537,"2023-06-08","GBIF",2.74230769230769,154.307692307692,12.9166666666667,9.15000000000003,-3.76666666666667,2362,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.399311111111111
"Capra ibex","Ibex",7.27709,46.0739,"2023-06-05","GBIF",2.70384615384614,124,9.85000000000004,10.2500000000001,0.400000000000015,2319,29,"Polar","Moist","Forest","Mountains","Polar Moist","Polar Moist Forest on Mountains",0.607977777777778
"Capra ibex","Ibex",7.85974,46.20817,"2023-06-01","GBIF",4.75000000000006,106,7.11666666666669,12.45,5.33333333333335,1853,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.768533333333333
"Capra ibex","Ibex",7.60114,46.38875,"2023-06-08","GBIF",0.773076923076928,181.846153846154,9.75000000000002,7.45000000000005,-2.29999999999997,2806,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.110188888888889
"Capra ibex","Ibex",7.14711,46.20857,"2023-06-11","GBIF",6.3807692307692,154.076923076923,8.38333333333336,12.85,4.46666666666666,1692,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.827044444444445
"Capra ibex","Ibex",7.79555,46.29835,"2023-06-11","GBIF",11.45,69.1538461538462,8.88333333333336,18.7500000000001,9.86666666666669,835,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.775577777777778
"Capra ibex","Ibex",7.60047,46.16386,"2023-06-25","GBIF",5.51923076923083,89.7692307692308,10.45,13.05,2.59999999999998,2030,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.769855555555556
"Capra ibex","Ibex",6.95397,46.07297,"2023-06-20","GBIF",7.93461538461543,164.461538461538,11.25,14.85,3.59999999999998,1664,107,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist","Cool Temperate Moist Grassland on Mountains",0.699622222222222
"Capra ibex","Ibex",8.38266,46.4749,"2023-06-17","GBIF",2.61153846153849,211.384615384615,10.7833333333334,10.35,-0.433333333333337,2373,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.552388888888889
"Capra ibex","Ibex",7.2119,46.20872,"2023-06-26","GBIF",12.5115384615385,92.8461538461538,7.11666666666671,19.05,11.9333333333333,782,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.790255555555555
"Capra ibex","Ibex",7.92293,46.028,"2023-06-26","GBIF",-4.2961538461538,202.461538461538,9.58333333333337,4.25000000000006,-5.33333333333331,3306,6,"Polar","Moist","Snow and Ice","Mountains","Polar Moist","Polar Moist Snow and Ice on Mountains",-0.0207666666666667
"Capra ibex","Ibex",6.82371,46.16229,"2023-06-14","GBIF",8.3346153846154,176.307692307692,7.28333333333336,14.55,7.26666666666665,1503,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.823122222222222
"Capra ibex","Ibex",7.98931,46.20762,"2023-06-22","GBIF",-0.411538461538498,181.153846153846,15.35,7.35000000000002,-8,2674,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.188944444444444
"Capra ibex","Ibex",7.60114,46.38875,"2023-06-18","GBIF",0.773076923076928,181.846153846154,9.75000000000002,7.45000000000005,-2.29999999999997,2806,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.110188888888889
"Capra ibex","Ibex",7.79525,46.25337,"2023-06-24","GBIF",2.58846153846162,124.076923076923,10.9833333333334,10.05,-0.933333333333356,2402,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.562188888888889
"Capra ibex","Ibex",7.92333,46.07298,"2023-06-24","GBIF",-1.12692307692299,178.615384615385,10.8166666666667,7.25000000000006,-3.56666666666664,2873,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.0312111111111111
"Capra ibex","Ibex",7.79496,46.20839,"2023-06-16","GBIF",3.91923076923081,124.692307692308,6.81666666666672,11.55,4.73333333333329,2352,29,"Polar","Moist","Forest","Mountains","Polar Moist","Polar Moist Forest on Mountains",0.638711111111111
"Capra ibex","Ibex",8.38266,46.4749,"2023-06-10","GBIF",2.61153846153849,211.384615384615,10.7833333333334,10.35,-0.433333333333337,2373,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.552388888888889
"Capra ibex","Ibex",7.86149,46.43306,"2023-06-11","GBIF",5.31153846153848,165.769230769231,12.3833333333334,12.55,0.166666666666648,1788,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.732144444444444
"Capra ibex","Ibex",7.72898,45.98369,"2023-06-20","GBIF",3.5884615384615,154.846153846154,8.35000000000004,11.95,3.6,2317,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.331555555555556
"Capra ibex","Ibex",7.92533,46.29787,"2023-06-13","GBIF",12.6961538461539,72.7692307692308,11.9166666666667,20.05,8.13333333333331,639,107,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist","Cool Temperate Moist Grassland on Mountains",0.600077777777778
"Capra ibex","Ibex",7.21171,46.2537,"2023-06-22","GBIF",2.74230769230769,154.307692307692,12.9166666666667,9.15000000000003,-3.76666666666667,2362,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.399311111111111
"Capra ibex","Ibex",7.08262,46.16341,"2023-06-27","GBIF",3.86538461538464,117.769230769231,8.55000000000003,10.55,1.99999999999998,2286,103,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist","Cool Temperate Moist Cropland on Mountains",0.637722222222222
"Capra ibex","Ibex",7.92333,46.07298,"2023-06-24","GBIF",-1.12692307692299,178.615384615385,10.8166666666667,7.25000000000006,-3.56666666666664,2873,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.0312111111111111
"Capra ibex","Ibex",7.6145,46.398399,"2023-07-15","GBIF",3.8807692307692,170,7.7166666666667,10.55,2.83333333333331,2311,98,"Cool Temperate","Moist","Sparsely or Non vegetated","Mountains","Cool Temperate Moist","Cool Temperate Moist Sparsely or Non vegetated on Mountains",0.476233333333333
"Capra ibex","Ibex",6.786404,46.333627,"2023-07-22","GBIF",4.51153846153846,169.846153846154,7.75000000000004,10.15,2.4,2263,103,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist","Cool Temperate Moist Cropland on Mountains",0.419311111111111
"Capra ibex","Ibex",7.574068,46.402644,"2023-07-16","GBIF",0.57307692307694,178.769230769231,6.85000000000004,7.05000000000001,0.19999999999997,2540,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.184866666666667
"Capra ibex","Ibex",7.578749,46.40093,"2023-07-16","GBIF",1.75769230769237,177.769230769231,6.88333333333338,8.25000000000006,1.36666666666667,2492,39,"Polar","Moist","Cropland","Mountains","Polar Moist","Polar Moist Cropland on Mountains",0.485388888888889
"Capra ibex","Ibex",7.580122,46.401525,"2023-07-16","GBIF",1.75769230769237,177.769230769231,6.48333333333339,8.25000000000006,1.76666666666667,2460,39,"Polar","Moist","Cropland","Mountains","Polar Moist","Polar Moist Cropland on Mountains",0.489944444444445
"Capra ibex","Ibex",7.30398,46.080899,"2023-07-31","GBIF",-0.688461538461524,152.461538461538,7.38333333333338,6.95000000000005,-0.433333333333337,2870,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.138566666666667
"Capra ibex","Ibex",7.758265,46.07774,"2023-07-05","GBIF",5.28846153846155,138.846153846154,8.78333333333338,13.2500000000001,4.46666666666668,1976,107,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist","Cool Temperate Moist Grassland on Mountains",0.731477777777778
"Capra ibex","Ibex",7.580703,46.130203,"2023-07-16","GBIF",1.7884615384616,119.615384615385,8.45000000000005,9.55000000000001,1.09999999999997,2511,29,"Polar","Moist","Forest","Mountains","Polar Moist","Polar Moist Forest on Mountains",0.579088888888889
"Capra ibex","Ibex",7.807145,46.41296,"2023-07-07","GBIF",8.05769230769232,136,8.15000000000005,15.15,6.99999999999998,1469,107,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist","Cool Temperate Moist Grassland on Mountains",0.112977777777778
"Capra ibex","Ibex",7.626841,46.104626,"2023-07-14","GBIF",4.12692307692311,115,8.25000000000006,11.95,3.69999999999999,2148,107,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist","Cool Temperate Moist Grassland on Mountains",0.662922222222222
"Capra ibex","Ibex",7.646705,46.180111,"2023-07-06","GBIF",1.21153846153845,101.384615384615,9.18333333333337,8.85000000000002,-0.333333333333352,2550,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.4778
"Capra ibex","Ibex",7.602593,46.103582,"2023-07-05","GBIF",-1.18076923076916,136.230769230769,9.18333333333337,6.75000000000006,-2.43333333333332,3016,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.1723
"Capra ibex","Ibex",7.544399,46.118099,"2023-07-13","GBIF",-0.288461538461547,107.692307692308,10.9833333333334,7.45000000000005,-3.53333333333332,2901,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.221088888888889
"Capra ibex","Ibex",7.541069,46.139159,"2023-07-31","GBIF",-0.373076923076837,112.692307692308,9.75000000000004,7.35000000000002,-2.40000000000002,2864,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.279488888888889
"Capra ibex","Ibex",7.807123,46.413162,"2023-07-07","GBIF",8.05769230769232,136,9.8166666666667,15.15,5.33333333333333,1469,107,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist","Cool Temperate Moist Grassland on Mountains",0.112977777777778
"Capra ibex","Ibex",7.384062,46.068508,"2023-07-26","GBIF",0.450000000000045,154,8.4166666666667,8.25000000000006,-0.166666666666648,2762,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.446455555555556
"Capra ibex","Ibex",7.749705,45.984612,"2023-07-26","GBIF",1.18846153846158,157.923076923077,8.78333333333338,9.65000000000003,0.866666666666655,2528,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.366988888888889
"Capra ibex","Ibex",7.434932,46.013833,"2023-07-12","GBIF",-0.496153846153788,162,7.3166666666667,7.65000000000003,0.333333333333333,2831,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.158655555555556
"Capra ibex","Ibex",7.818538,46.020595,"2023-07-03","GBIF",-1.94230769230768,160.384615384615,8.3166666666667,6.55000000000001,-1.76666666666669,3074,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.197911111111111
"Capra ibex","Ibex",7.435011,46.01396,"2023-07-12","GBIF",-0.496153846153788,162,9.61666666666669,7.65000000000003,-1.96666666666666,2831,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.158655555555556
"Capra ibex","Ibex",7.993683,46.139797,"2023-07-05","GBIF",-2.79615384615386,170.307692307692,10.4166666666667,5.35000000000002,-5.06666666666668,3109,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",-0.00836666666666667
"Capra ibex","Ibex",7.131044,46.227919,"2023-07-04","GBIF",2.31153846153848,156.769230769231,8.38333333333336,8.75000000000006,0.366666666666693,2362,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.3012
"Capra ibex","Ibex",7.632666,46.116524,"2023-07-21","GBIF",5.73461538461538,105.230769230769,9.38333333333336,13.55,4.16666666666665,1721,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.525877777777778
"Capra ibex","Ibex",8.372343,46.475108,"2023-07-19","GBIF",4.11153846153849,203.923076923077,12.8166666666667,11.7500000000001,-1.06666666666664,1992,107,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist","Cool Temperate Moist Grassland on Mountains",0.715566666666667
"Capra ibex","Ibex",7.43,46.01,"2023-07-14","GBIF",-0.673076923076906,161.153846153846,13.85,7.55000000000001,-6.30000000000003,2915,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",-0.0085
"Capra ibex","Ibex",7.607291,46.39645,"2023-07-22","GBIF",2.68076923076927,177,11.55,9.35000000000002,-2.20000000000003,2276,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.4046
"Capra ibex","Ibex",7.66502,46.11877,"2023-07-03","GBIF",0.634615384615415,107,16.45,8.55000000000001,-7.90000000000001,2637,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.358566666666667
"Capra ibex","Ibex",8.38266,46.4749,"2023-07-21","GBIF",2.61153846153849,211.384615384615,10.7833333333334,10.35,-0.433333333333337,2373,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.552388888888889
"Capra ibex","Ibex",8.38266,46.4749,"2023-07-06","GBIF",2.61153846153849,211.384615384615,10.7833333333334,10.35,-0.433333333333337,2373,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.552388888888889
"Capra ibex","Ibex",7.01894,46.02826,"2023-07-30","GBIF",4.94230769230768,179.153846153846,8.28333333333338,12.15,3.86666666666666,1891,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.804111111111111
"Capra ibex","Ibex",8.38266,46.4749,"2023-07-06","GBIF",2.61153846153849,211.384615384615,10.7833333333334,10.35,-0.433333333333337,2373,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.552388888888889
"Capra ibex","Ibex",7.34171,46.07398,"2023-07-25","GBIF",-1.28846153846155,162.923076923077,10.55,6.45000000000005,-4.09999999999998,2818,6,"Polar","Moist","Snow and Ice","Mountains","Polar Moist","Polar Moist Snow and Ice on Mountains",0.0289333333333333
"Capra ibex","Ibex",7.40634,46.07402,"2023-07-26","GBIF",1.90384615384619,143.846153846154,7.55000000000005,9.65000000000003,2.09999999999998,2455,39,"Polar","Moist","Cropland","Mountains","Polar Moist","Polar Moist Cropland on Mountains",0.443622222222222
"Capra ibex","Ibex",7.01894,46.02826,"2023-07-30","GBIF",4.94230769230768,179.153846153846,8.28333333333338,12.15,3.86666666666666,1891,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.804111111111111
"Capra ibex","Ibex",7.92413,46.16294,"2023-07-03","GBIF",7.68076923076927,113.923076923077,8.01666666666671,15.45,7.43333333333334,1578,107,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist","Cool Temperate Moist Grassland on Mountains",0.742366666666667
"Capra ibex","Ibex",6.95357,46.11795,"2023-07-23","GBIF",2.74230769230775,183.923076923077,7.55000000000003,9.45000000000005,1.90000000000002,2224,103,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist","Cool Temperate Moist Cropland on Mountains",0.635988888888889
"Capra ibex","Ibex",8.11887,46.20691,"2023-07-13","GBIF",7.77307692307693,137.538461538462,7.18333333333338,15.35,8.16666666666665,1824,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.772644444444444
"Capra ibex","Ibex",8.38266,46.4749,"2023-07-08","GBIF",2.61153846153849,211.384615384615,10.7833333333334,10.35,-0.433333333333337,2373,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.552388888888889
"Capra ibex","Ibex",8.05308,46.11733,"2023-07-14","GBIF",0.0423076923077019,203.230769230769,9.7166666666667,8.05000000000001,-1.66666666666669,2545,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.426022222222222
"Capra ibex","Ibex",7.47093,46.02904,"2023-07-05","GBIF",2.36538461538464,142.307692307692,10.25,10.45,0.200000000000008,2349,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.638855555555556
"Capra ibex","Ibex",8.4486,46.51932,"2023-07-09","GBIF",1.71923076923082,232.153846153846,9.48333333333337,9.45000000000005,-0.033333333333322,2396,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.135822222222222
"Capra ibex","Ibex",7.72898,45.98369,"2023-07-02","GBIF",3.5884615384615,154.846153846154,8.35000000000004,11.95,3.6,2317,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.331555555555556
"Capra ibex","Ibex",7.40636,46.02904,"2023-07-10","GBIF",1.58846153846156,150.615384615385,9.61666666666669,9.65000000000003,0.0333333333333409,2521,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.382366666666667
"Capra ibex","Ibex",7.1488,45.89374,"2023-07-27","GBIF",0.265384615384619,193.384615384615,8.9166666666667,8.25000000000006,-0.666666666666648,2686,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.263255555555556
"Capra ibex","Ibex",7.27709,46.0739,"2023-07-18","GBIF",2.70384615384614,124,9.85000000000004,10.2500000000001,0.400000000000015,2319,29,"Polar","Moist","Forest","Mountains","Polar Moist","Polar Moist Forest on Mountains",0.607977777777778
"Capra ibex","Ibex",7.60114,46.38875,"2023-07-21","GBIF",0.773076923076928,181.846153846154,9.75000000000002,7.45000000000005,-2.29999999999997,2806,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.110188888888889
"Capra ibex","Ibex",6.82167,46.3422,"2023-07-30","GBIF",7.49615384615385,165.307692307692,9.88333333333336,13.35,3.46666666666666,1859,107,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist","Cool Temperate Moist Grassland on Mountains",0.806622222222222
"Capra ibex","Ibex",8.05308,46.11733,"2023-07-14","GBIF",0.0423076923077019,203.230769230769,9.7166666666667,8.05000000000001,-1.66666666666669,2545,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.426022222222222
"Capra ibex","Ibex",8.38266,46.4749,"2023-07-15","GBIF",2.61153846153849,211.384615384615,10.7833333333334,10.35,-0.433333333333337,2373,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.552388888888889
"Capra ibex","Ibex",7.0838,45.9835,"2023-07-10","GBIF",6.66538461538465,161.307692307692,9.85000000000004,14.2500000000001,4.40000000000002,1944,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.627244444444444
"Capra ibex","Ibex",7.1488,45.89374,"2023-07-07","GBIF",0.265384615384619,193.384615384615,8.9166666666667,8.25000000000006,-0.666666666666648,2686,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.263255555555556
"Capra ibex","Ibex",8.05308,46.11733,"2023-07-16","GBIF",0.0423076923077019,203.230769230769,9.7166666666667,8.05000000000001,-1.66666666666669,2545,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.426022222222222
"Capra ibex","Ibex",8.38266,46.4749,"2023-07-31","GBIF",2.61153846153849,211.384615384615,10.7833333333334,10.35,-0.433333333333337,2373,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.552388888888889
"Capra ibex","Ibex",7.92333,46.07298,"2023-07-19","GBIF",-1.12692307692299,178.615384615385,10.8166666666667,7.25000000000006,-3.56666666666664,2873,5,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist","Polar Moist Sparsely or Non vegetated on Mountains",0.0312111111111111
"Capra ibex","Ibex",7.1488,45.89374,"2023-07-20","GBIF",0.265384615384619,193.384615384615,8.9166666666667,8.25000000000006,-0.666666666666648,2686,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.263255555555556
"Capra ibex","Ibex",7.79555,46.29835,"2023-07-21","GBIF",11.45,69.1538461538462,8.88333333333336,18.7500000000001,9.86666666666669,835,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.775577777777778
"Capra ibex","Ibex",8.38266,46.4749,"2023-07-12","GBIF",2.61153846153849,211.384615384615,10.7833333333334,10.35,-0.433333333333337,2373,18,"Polar","Moist","Grassland","Mountains","Polar Moist","Polar Moist Grassland on Mountains",0.552388888888889
"Capra ibex","Ibex",8.11887,46.20691,"2023-07-08","GBIF",7.77307692307693,137.538461538462,7.18333333333338,15.35,8.16666666666665,1824,97,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist","Cool Temperate Moist Forest on Mountains",0.772644444444444
"Capra ibex","Ibex",7.14736,46.1636,"2023-07-14","GBIF",11.8884615384616,104.461538461538,7.88333333333336,18.55,10.6666666666666,1023,107,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist","Cool Temperate Moist Grassland on Mountains",0.736077777777778
